--------- beginning of main
--------- beginning of system
08-05 01:58:58.482  1111  7308 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.482  1111  7308 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '4', toString = 'LruCache[maxSize=100,hits=3,misses=4,hitRate=42%]', 
08-05 01:58:58.482  1111  7308 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.496  1111  7309 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 01:58:58.497  1111  7309 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.497  1111  7309 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.498  1111  7309 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '5', toString = 'LruCache[maxSize=100,hits=3,misses=5,hitRate=37%]', 
08-05 01:58:58.498  1111  7309 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.510  1111  7312 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 01:58:58.511  1111  7312 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.511  1111  7312 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.511  1111  7312 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '6', toString = 'LruCache[maxSize=100,hits=3,misses=6,hitRate=33%]', 
08-05 01:58:58.511  1111  7312 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.521  1111  7317 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 01:58:58.522  1111  7317 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.522  1111  7317 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.522  1111  7317 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '7', toString = 'LruCache[maxSize=100,hits=3,misses=7,hitRate=30%]', 
08-05 01:58:58.522  1111  7317 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.534  1111  7319 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 01:58:58.535  1111  7319 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.535  1111  7319 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.535  1111  7319 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '8', toString = 'LruCache[maxSize=100,hits=3,misses=8,hitRate=27%]', 
08-05 01:58:58.535  1111  7319 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.541  1111  7315 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 01:58:58.541  1111  7315 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.542  1111  7315 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.542  1111  7315 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '9', toString = 'LruCache[maxSize=100,hits=3,misses=9,hitRate=25%]', 
08-05 01:58:58.542  1111  7315 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.553  1111  7318 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 01:58:58.554  1111  7318 D CustomInterceptor: HEADER REQUEST
08-05 01:58:58.554  1111  7318 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:58:58.554  1111  7318 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '10', toString = 'LruCache[maxSize=100,hits=3,misses=10,hitRate=23%]', 
08-05 01:58:58.554  1111  7318 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:58:58.599  1111  7315 D CustomInterceptor: HEADER RESPONSE
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Cache-Control max-age=3600
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Content-Length 43
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Content-Type image/gif
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Date Tue, 04 Aug 2020 23:58:54 GMT
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:58:54 GMT
08-05 01:58:58.599  1111  7315 D CustomInterceptor: Server GSE
08-05 01:58:58.599  1111  7315 D CustomInterceptor: X-Content-Type-Options nosniff
08-05 01:58:58.600  1111  7315 D CustomInterceptor: X-XSS-Protection 1; mode=block
08-05 01:58:58.600  1111  7315 D CustomInterceptor: CACHEABLE true
08-05 01:58:58.600  1111  7315 D CustomInterceptor: REQ http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 01:58:58.600  1111  7315 D CustomInterceptor: REQ_SERV_BY net
08-05 01:58:58.600  1111  7315 D CustomInterceptor: PREFLIB Adding response to lrucache - http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 01:58:58.604  1111  7315 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 01:58:58.870  1111  7305 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 01:58:58.879  1111  7305 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 01:58:58.913  1111  7308 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 01:58:58.917  1111  7308 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 01:58:58.942  1111  7318 D CustomInterceptor: HEADER RESPONSE
08-05 01:58:58.942  1111  7318 D CustomInterceptor: accept-ranges bytes
08-05 01:58:58.942  1111  7318 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 01:58:58.942  1111  7318 D CustomInterceptor: access-control-allow-origin *
08-05 01:58:58.942  1111  7318 D CustomInterceptor: cache-control public, max-age=31557600
08-05 01:58:58.942  1111  7318 D CustomInterceptor: content-length 79351
08-05 01:58:58.942  1111  7318 D CustomInterceptor: content-type image/png
08-05 01:58:58.943  1111  7318 D CustomInterceptor: date Tue, 04 Aug 2020 23:58:54 GMT
08-05 01:58:58.943  1111  7318 D CustomInterceptor: etag "b17a734fb67cc334f872374df18d4823"
08-05 01:58:58.943  1111  7318 D CustomInterceptor: last-modified Tue, 04 Aug 2020 17:22:06 GMT
08-05 01:58:58.943  1111  7318 D CustomInterceptor: server nginx
08-05 01:58:58.943  1111  7318 D CustomInterceptor: server-timing akam;dur=60;start=2020-07-28T11:13:12.502Z;total=1330;desc=miss,rtt;dur=0
08-05 01:58:58.943  1111  7318 D CustomInterceptor: status 200 OK
08-05 01:58:58.943  1111  7318 D CustomInterceptor: timing-allow-origin *
08-05 01:58:58.943  1111  7318 D CustomInterceptor: vary User-Agent
08-05 01:58:58.943  1111  7318 D CustomInterceptor: via 1.1 varnish
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-cache HIT, HIT
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-cache-hits 1, 1
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-cld-vary User-Agent
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-request-id 118e90281c8e5540ce13bb2507dc55c0
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-served-by cache-bwi5145-BWI, cache-ams21045-AMS
08-05 01:58:58.943  1111  7318 D CustomInterceptor: x-timer S1595958603.567940,VS0,VE1
08-05 01:58:58.943  1111  7318 D CustomInterceptor: CACHEABLE true
08-05 01:58:58.943  1111  7318 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 01:58:58.943  1111  7318 D CustomInterceptor: REQ_SERV_BY net
08-05 01:58:58.943  1111  7318 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 01:58:58.973  1111  7309 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 01:58:58.976  1111  7309 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 01:58:58.984  1111  7318 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 01:58:59.071  1111  7312 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 01:58:59.073  1111  7312 D CustomInterceptor: HEADER RESPONSE
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Accept-Ranges bytes
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Content-Length 145
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Content-Type image/png
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Date Tue, 04 Aug 2020 23:58:55 GMT
08-05 01:58:59.073  1111  7312 D CustomInterceptor: ETag "b48046b4e0d289b5a850262f03eb2d2d"
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:03:59 GMT+00:00
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Last-Modified Mon, 03 Aug 2020 20:05:41 GMT
08-05 01:58:59.073  1111  7312 D CustomInterceptor: Server AmazonS3
08-05 01:58:59.073  1111  7312 D CustomInterceptor: x-amz-id-2 nDiDQANtDNVqEPucOfLtnn1Sx7gr+QY+8aAbQ7XZXU86Z7PKjjK674CpOsLT5+9Veg1xKpYxLtE=
08-05 01:58:59.074  1111  7312 D CustomInterceptor: x-amz-request-id 6Z1W4S4Z6X7N1J4P
08-05 01:58:59.074  1111  7312 D CustomInterceptor: CACHEABLE true
08-05 01:58:59.074  1111  7312 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 01:58:59.074  1111  7312 D CustomInterceptor: REQ_SERV_BY net
08-05 01:58:59.074  1111  7312 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 01:58:59.108  1111  7312 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 01:58:59.132  1111  7317 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 01:58:59.134  1111  7317 D CustomInterceptor: HEADER RESPONSE
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Accept-Ranges bytes
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Content-Length 243
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Content-Type image/png
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Date Tue, 04 Aug 2020 23:58:55 GMT
08-05 01:58:59.134  1111  7317 D CustomInterceptor: ETag "ff3726165bbd11816de674a75693fba7"
08-05 01:58:59.134  1111  7317 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:03:59 GMT+00:00
08-05 01:58:59.135  1111  7317 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 00:12:51 GMT
08-05 01:58:59.135  1111  7317 D CustomInterceptor: Server AmazonS3
08-05 01:58:59.135  1111  7317 D CustomInterceptor: x-amz-id-2 wne6NNWwn08ntKiKKy9kUukC8PyYkR/ZQjdI2daB9u3xPvfEXggbnrzXM/bpIcjfZt7xqxMiHNE=
08-05 01:58:59.135  1111  7317 D CustomInterceptor: x-amz-request-id 8C96FD80B0A0B0DD
08-05 01:58:59.135  1111  7317 D CustomInterceptor: CACHEABLE true
08-05 01:58:59.135  1111  7317 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 01:58:59.135  1111  7317 D CustomInterceptor: REQ_SERV_BY net
08-05 01:58:59.135  1111  7317 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 01:58:59.150  1111  7319 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 01:58:59.151  1111  7319 D CustomInterceptor: HEADER RESPONSE
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Accept-Ranges bytes
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 01:58:59.152  1111  7317 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Content-Length 477
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Content-Type image/png
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Date Tue, 04 Aug 2020 23:58:55 GMT
08-05 01:58:59.152  1111  7319 D CustomInterceptor: ETag "c9bf1f07378831e51f45ddc262f16afc"
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Expires Wed, 05 Aug 2020 00:03:59 GMT+00:00
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 23:35:53 GMT
08-05 01:58:59.152  1111  7319 D CustomInterceptor: Server AmazonS3
08-05 01:58:59.152  1111  7319 D CustomInterceptor: x-amz-id-2 94Rwk5ojWxCqHXBHdbTnIfMwWvr8BoPO9FIAVluZq4vB828m+Cmx0ha8bhtO/NPhl223fsMKZj0=
08-05 01:58:59.152  1111  7319 D CustomInterceptor: x-amz-request-id 0EA63B351126C2AD
08-05 01:58:59.153  1111  7319 D CustomInterceptor: CACHEABLE true
08-05 01:58:59.153  1111  7319 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 01:58:59.153  1111  7319 D CustomInterceptor: REQ_SERV_BY net
08-05 01:58:59.153  1111  7319 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 01:58:59.181  1111  7319 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 01:59:08.654  1111  7312 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 01:59:08.654  1111  7312 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.655  1111  7312 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:59:08.655  1111  7312 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '11', toString = 'LruCache[maxSize=100,hits=8,misses=11,hitRate=42%]', 
08-05 01:59:08.655  1111  7312 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:59:08.676  1111  7317 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 01:59:08.677  1111  7317 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.677  1111  7317 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:59:08.677  1111  7317 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-05 01:59:08.677  1111  7317 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:59:08.679  1111  7319 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 01:59:08.680  1111  7305 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 01:59:08.681  1111  7319 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.681  1111  7319 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:59:08.681  1111  7305 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.681  1111  7305 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:59:08.681  1111  7319 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-05 01:59:08.681  1111  7319 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:59:08.681  1111  7305 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-05 01:59:08.681  1111  7305 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 01:59:08.695  1111  7309 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 01:59:08.695  1111  7308 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 01:59:08.696  1111  7309 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.696  1111  7309 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 01:59:08.696  1111  7308 D CustomInterceptor: HEADER REQUEST
08-05 01:59:08.696  1111  7308 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
